timestamp,open,high,low,close
2025-09-05 08:00:00,3612.60009765625,3612.89990234375,3606.10009765625,3607.5
2025-09-05 09:00:00,3607.699951171875,3608.699951171875,3601.60009765625,3603.0
2025-09-05 10:00:00,3603.0,3610.699951171875,3602.89990234375,3609.300048828125
2025-09-05 11:00:00,3609.39990234375,3609.89990234375,3606.10009765625,3608.199951171875
2025-09-05 12:00:00,3608.10009765625,3611.800048828125,3603.60009765625,3609.300048828125
2025-09-05 13:00:00,3609.39990234375,3644.89990234375,3604.300048828125,3639.300048828125
2025-09-05 14:00:00,3639.60009765625,3652.5,3629.5,3651.0
2025-09-05 15:00:00,3650.800048828125,3654.199951171875,3626.0,3646.199951171875
2025-09-05 16:00:00,3646.300048828125,3650.89990234375,3636.199951171875,3647.39990234375
2025-09-05 17:00:00,3647.39990234375,3655.5,3646.300048828125,3651.39990234375
2025-09-05 18:00:00,3651.5,3654.60009765625,3646.199951171875,3651.60009765625
2025-09-05 19:00:00,3651.699951171875,3653.0,3646.0,3649.199951171875
2025-09-05 20:00:00,3649.0,3649.800048828125,3645.60009765625,3646.5
2025-09-05 21:00:00,3646.39990234375,3653.300048828125,3639.0,3653.300048828125
2025-09-07 23:00:00,3635.0,3653.300048828125,3623.0,3632.39990234375
2025-09-08 00:00:00,3632.5,3634.10009765625,3627.39990234375,3630.800048828125
2025-09-08 01:00:00,3630.89990234375,3634.5,3627.0,3634.39990234375
2025-09-08 02:00:00,3634.5,3637.89990234375,3625.0,3631.10009765625
2025-09-08 03:00:00,3631.39990234375,3636.0,3627.800048828125,3632.89990234375
2025-09-08 04:00:00,3632.89990234375,3634.39990234375,3626.10009765625,3626.800048828125
2025-09-08 05:00:00,3626.60009765625,3626.60009765625,3621.699951171875,3623.39990234375
2025-09-08 06:00:00,3623.300048828125,3632.5,3622.39990234375,3631.800048828125
2025-09-08 07:00:00,3631.89990234375,3638.699951171875,3630.60009765625,3638.199951171875
2025-09-08 08:00:00,3638.199951171875,3654.300048828125,3636.0,3650.5
2025-09-08 09:00:00,3650.60009765625,3657.5,3647.699951171875,3651.39990234375
2025-09-08 10:00:00,3651.199951171875,3655.10009765625,3648.199951171875,3654.0
2025-09-08 11:00:00,3654.199951171875,3662.5,3652.89990234375,3657.0
2025-09-08 12:00:00,3656.800048828125,3659.10009765625,3652.39990234375,3658.89990234375
2025-09-08 13:00:00,3658.89990234375,3664.89990234375,3653.5,3663.10009765625
2025-09-08 14:00:00,3663.199951171875,3676.300048828125,3659.800048828125,3673.300048828125
2025-09-08 15:00:00,3673.10009765625,3681.10009765625,3668.199951171875,3680.5
2025-09-08 16:00:00,3680.60009765625,3685.699951171875,3673.199951171875,3680.10009765625
2025-09-08 17:00:00,3680.199951171875,3682.39990234375,3676.199951171875,3681.5
2025-09-08 18:00:00,3681.5,3681.89990234375,3673.5,3674.300048828125
2025-09-08 19:00:00,3674.39990234375,3677.89990234375,3673.199951171875,3677.5
2025-09-08 20:00:00,3677.39990234375,3678.39990234375,3674.0,3676.199951171875
2025-09-08 21:00:00,3676.199951171875,3678.800048828125,3675.0,3677.60009765625
2025-09-08 23:00:00,3676.60009765625,3678.0,3670.800048828125,3671.5
2025-09-09 00:00:00,3671.5,3676.300048828125,3669.800048828125,3674.800048828125
2025-09-09 01:00:00,3675.0,3681.39990234375,3673.300048828125,3679.800048828125
2025-09-09 02:00:00,3679.60009765625,3688.60009765625,3676.699951171875,3687.699951171875
2025-09-09 03:00:00,3687.699951171875,3694.89990234375,3685.5,3687.60009765625
2025-09-09 04:00:00,3687.5,3691.60009765625,3682.39990234375,3685.199951171875
2025-09-09 05:00:00,3685.89990234375,3695.800048828125,3685.60009765625,3693.39990234375
2025-09-09 06:00:00,3693.199951171875,3698.89990234375,3692.0,3694.89990234375
2025-09-09 07:00:00,3695.0,3695.89990234375,3676.800048828125,3687.300048828125
2025-09-09 08:00:00,3687.5,3690.800048828125,3680.89990234375,3683.800048828125
2025-09-09 09:00:00,3683.800048828125,3689.699951171875,3681.199951171875,3687.60009765625
2025-09-09 10:00:00,3687.60009765625,3695.800048828125,3687.10009765625,3692.199951171875
2025-09-09 11:00:00,3692.300048828125,3694.699951171875,3687.5,3690.800048828125
2025-09-09 12:00:00,3691.0,3693.0,3685.39990234375,3686.699951171875
2025-09-09 13:00:00,3686.800048828125,3694.800048828125,3682.39990234375,3686.300048828125
2025-09-09 14:00:00,3686.39990234375,3708.0,3684.89990234375,3705.800048828125
2025-09-09 15:00:00,3705.800048828125,3715.199951171875,3674.800048828125,3684.300048828125
2025-09-09 16:00:00,3684.5,3686.199951171875,3665.300048828125,3684.300048828125
2025-09-09 17:00:00,3684.10009765625,3688.5,3682.699951171875,3684.199951171875
2025-09-09 18:00:00,3684.300048828125,3685.89990234375,3680.39990234375,3682.10009765625
2025-09-09 19:00:00,3682.0,3684.39990234375,3678.5,3679.199951171875
2025-09-09 20:00:00,3679.199951171875,3680.10009765625,3667.199951171875,3668.300048828125
2025-09-09 21:00:00,3668.300048828125,3671.300048828125,3663.699951171875,3663.800048828125
2025-09-09 23:00:00,3662.0,3671.89990234375,3651.39990234375,3671.800048828125
2025-09-10 00:00:00,3671.60009765625,3677.800048828125,3670.60009765625,3671.10009765625
2025-09-10 01:00:00,3670.89990234375,3671.699951171875,3658.699951171875,3661.300048828125
2025-09-10 02:00:00,3661.199951171875,3670.800048828125,3656.5,3668.800048828125
2025-09-10 03:00:00,3669.10009765625,3675.800048828125,3668.0,3674.0
2025-09-10 04:00:00,3673.89990234375,3674.800048828125,3670.89990234375,3674.800048828125
2025-09-10 05:00:00,3674.5,3680.800048828125,3674.5,3680.0
2025-09-10 06:00:00,3679.89990234375,3682.699951171875,3677.60009765625,3680.60009765625
2025-09-10 07:00:00,3680.39990234375,3685.699951171875,3678.300048828125,3682.0
2025-09-10 08:00:00,3682.10009765625,3687.199951171875,3679.300048828125,3682.60009765625
2025-09-10 09:00:00,3682.699951171875,3686.699951171875,3680.699951171875,3684.699951171875
2025-09-10 10:00:00,3684.5,3694.60009765625,3683.199951171875,3693.60009765625
2025-09-10 11:00:00,3693.300048828125,3696.60009765625,3690.0,3694.39990234375
2025-09-10 12:00:00,3694.39990234375,3695.0,3688.0,3688.800048828125
2025-09-10 13:00:00,3688.699951171875,3697.5,3678.800048828125,3683.199951171875
2025-09-10 14:00:00,3683.199951171875,3694.39990234375,3681.0,3690.699951171875
2025-09-10 15:00:00,3690.89990234375,3695.300048828125,3683.300048828125,3687.5
2025-09-10 16:00:00,3687.5,3688.0,3677.5,3683.699951171875
2025-09-10 17:00:00,3683.699951171875,3686.300048828125,3679.10009765625,3682.0
2025-09-10 18:00:00,3682.10009765625,3687.199951171875,3680.89990234375,3686.89990234375
2025-09-10 19:00:00,3686.800048828125,3689.60009765625,3683.89990234375,3684.89990234375
2025-09-10 20:00:00,3685.0,3686.0,3674.60009765625,3681.699951171875
2025-09-10 21:00:00,3681.800048828125,3682.60009765625,3678.0,3680.39990234375
2025-09-10 23:00:00,3680.60009765625,3683.39990234375,3676.60009765625,3678.699951171875
2025-09-11 00:00:00,3678.89990234375,3684.10009765625,3677.300048828125,3683.199951171875
2025-09-11 01:00:00,3683.300048828125,3687.0,3680.89990234375,3682.5
2025-09-11 02:00:00,3682.39990234375,3687.5,3678.199951171875,3679.199951171875
2025-09-11 03:00:00,3679.300048828125,3681.699951171875,3671.0,3674.89990234375
2025-09-11 04:00:00,3674.800048828125,3674.89990234375,3666.5,3669.699951171875
2025-09-11 05:00:00,3669.800048828125,3672.199951171875,3667.5,3668.300048828125
2025-09-11 06:00:00,3668.300048828125,3670.10009765625,3661.10009765625,3663.0
2025-09-11 07:00:00,3662.89990234375,3675.5,3660.60009765625,3670.699951171875
2025-09-11 08:00:00,3670.89990234375,3671.0,3661.300048828125,3667.60009765625
2025-09-11 09:00:00,3667.699951171875,3669.5,3663.699951171875,3664.60009765625
2025-09-11 10:00:00,3664.300048828125,3664.300048828125,3651.800048828125,3659.60009765625
2025-09-11 11:00:00,3659.800048828125,3663.5,3657.60009765625,3659.89990234375
2025-09-11 12:00:00,3659.800048828125,3660.199951171875,3652.800048828125,3654.89990234375
2025-09-11 13:00:00,3654.89990234375,3682.0,3651.0,3666.60009765625
2025-09-11 14:00:00,3666.800048828125,3675.39990234375,3655.5,3667.89990234375
2025-09-11 15:00:00,3667.699951171875,3676.5,3663.60009765625,3668.0
2025-09-11 16:00:00,3668.199951171875,3677.10009765625,3668.199951171875,3672.0
2025-09-11 17:00:00,3671.89990234375,3680.60009765625,3671.699951171875,3674.199951171875
2025-09-11 18:00:00,3674.39990234375,3675.39990234375,3670.0,3673.10009765625
2025-09-11 19:00:00,3673.0,3675.300048828125,3669.300048828125,3671.39990234375
2025-09-11 20:00:00,3671.39990234375,3676.699951171875,3671.199951171875,3675.39990234375
2025-09-11 21:00:00,3675.300048828125,3676.300048828125,3672.10009765625,3673.39990234375
2025-09-11 23:00:00,3672.800048828125,3676.60009765625,3671.199951171875,3672.89990234375
2025-09-12 00:00:00,3672.89990234375,3674.199951171875,3669.0,3669.199951171875
2025-09-12 01:00:00,3669.199951171875,3674.89990234375,3667.300048828125,3673.800048828125
2025-09-12 02:00:00,3674.0,3686.300048828125,3673.89990234375,3685.0
2025-09-12 03:00:00,3685.0,3690.10009765625,3683.39990234375,3688.699951171875
2025-09-12 04:00:00,3688.60009765625,3692.39990234375,3687.0,3691.800048828125
2025-09-12 05:00:00,3692.0,3695.0,3690.5,3693.5
2025-09-12 06:00:00,3693.5,3695.5,3690.89990234375,3691.89990234375
2025-09-12 07:00:00,3691.800048828125,3692.60009765625,3687.199951171875,3689.300048828125
2025-09-12 08:00:00,3689.10009765625,3691.800048828125,3685.699951171875,3686.300048828125
2025-09-12 09:00:00,3686.300048828125,3689.5,3677.300048828125,3678.699951171875
2025-09-12 10:00:00,3678.60009765625,3685.0,3675.300048828125,3684.5
2025-09-12 11:00:00,3684.39990234375,3690.39990234375,3684.199951171875,3689.5
2025-09-12 12:00:00,3689.300048828125,3690.300048828125,3684.39990234375,3684.60009765625
2025-09-12 13:00:00,3684.699951171875,3686.699951171875,3675.5,3683.5
2025-09-12 14:00:00,3683.60009765625,3690.699951171875,3681.300048828125,3688.199951171875
2025-09-12 15:00:00,3688.199951171875,3692.699951171875,3684.800048828125,3686.10009765625
2025-09-12 16:00:00,3686.0,3686.300048828125,3679.199951171875,3682.300048828125
2025-09-12 17:00:00,3682.300048828125,3688.39990234375,3680.5,3687.800048828125
2025-09-12 18:00:00,3687.699951171875,3689.5,3686.0,3687.300048828125
2025-09-12 19:00:00,3687.39990234375,3687.699951171875,3685.5,3686.89990234375
2025-09-12 20:00:00,3686.89990234375,3686.89990234375,3681.800048828125,3682.699951171875
2025-09-12 21:00:00,3682.699951171875,3686.39990234375,3679.300048828125,3686.39990234375
2025-09-14 23:00:00,3680.199951171875,3686.39990234375,3677.199951171875,3679.699951171875
2025-09-15 00:00:00,3679.5,3679.60009765625,3673.60009765625,3675.199951171875
2025-09-15 01:00:00,3675.0,3679.5,3669.10009765625,3670.60009765625
2025-09-15 02:00:00,3670.699951171875,3672.199951171875,3662.800048828125,3671.89990234375
2025-09-15 03:00:00,3672.0,3681.800048828125,3671.5,3677.60009765625
2025-09-15 04:00:00,3677.699951171875,3683.800048828125,3676.89990234375,3683.199951171875
2025-09-15 05:00:00,3683.699951171875,3684.300048828125,3680.89990234375,3682.800048828125
2025-09-15 06:00:00,3682.89990234375,3683.699951171875,3679.699951171875,3681.10009765625
2025-09-15 07:00:00,3681.10009765625,3681.199951171875,3674.300048828125,3674.300048828125
2025-09-15 08:00:00,3674.300048828125,3681.89990234375,3671.5,3680.699951171875
2025-09-15 09:00:00,3680.699951171875,3682.699951171875,3677.5,3682.39990234375
2025-09-15 10:00:00,3682.39990234375,3682.800048828125,3673.39990234375,3678.300048828125
2025-09-15 11:00:00,3678.5,3683.39990234375,3675.5,3676.5
2025-09-15 12:00:00,3676.699951171875,3683.199951171875,3675.800048828125,3679.60009765625
2025-09-15 13:00:00,3679.699951171875,3688.39990234375,3673.699951171875,3687.60009765625
2025-09-15 14:00:00,3687.60009765625,3702.199951171875,3684.0,3694.800048828125
2025-09-15 15:00:00,3694.800048828125,3701.800048828125,3691.199951171875,3701.300048828125
2025-09-15 16:00:00,3701.5,3722.199951171875,3700.800048828125,3720.39990234375
2025-09-15 17:00:00,3720.5,3724.89990234375,3713.60009765625,3718.10009765625
2025-09-15 18:00:00,3718.199951171875,3722.0,3717.800048828125,3721.300048828125
2025-09-15 19:00:00,3721.60009765625,3721.800048828125,3715.0,3716.300048828125
2025-09-15 20:00:00,3716.39990234375,3721.89990234375,3716.10009765625,3720.199951171875
2025-09-15 21:00:00,3720.199951171875,3721.699951171875,3718.5,3719.5
2025-09-15 23:00:00,3720.300048828125,3721.10009765625,3715.5,3717.800048828125
2025-09-16 00:00:00,3717.699951171875,3719.39990234375,3715.5,3716.10009765625
2025-09-16 01:00:00,3716.0,3725.800048828125,3715.699951171875,3725.39990234375
2025-09-16 02:00:00,3725.39990234375,3728.39990234375,3715.5,3717.699951171875
2025-09-16 03:00:00,3717.60009765625,3720.89990234375,3711.800048828125,3716.60009765625
2025-09-16 04:00:00,3714.89990234375,3720.300048828125,3714.39990234375,3718.10009765625
2025-09-16 05:00:00,3718.5,3722.300048828125,3717.10009765625,3721.0
2025-09-16 06:00:00,3720.89990234375,3721.5,3717.199951171875,3720.0
2025-09-16 07:00:00,3720.10009765625,3731.60009765625,3719.39990234375,3730.800048828125
2025-09-16 08:00:00,3730.699951171875,3731.89990234375,3724.300048828125,3724.5
2025-09-16 09:00:00,3724.5,3734.800048828125,3724.10009765625,3731.699951171875
2025-09-16 10:00:00,3731.699951171875,3737.10009765625,3730.10009765625,3736.300048828125
2025-09-16 11:00:00,3736.199951171875,3736.800048828125,3730.60009765625,3731.0
2025-09-16 12:00:00,3731.0,3737.60009765625,3728.699951171875,3734.5
2025-09-16 13:00:00,3734.60009765625,3734.800048828125,3724.10009765625,3726.60009765625
2025-09-16 14:00:00,3726.699951171875,3735.89990234375,3722.10009765625,3733.0
2025-09-16 15:00:00,3732.800048828125,3739.89990234375,3722.0,3722.300048828125
2025-09-16 16:00:00,3722.699951171875,3725.89990234375,3715.199951171875,3723.0
2025-09-16 17:00:00,3723.0,3728.39990234375,3721.300048828125,3726.89990234375
2025-09-16 18:00:00,3727.0,3728.10009765625,3722.39990234375,3723.800048828125
2025-09-16 19:00:00,3723.699951171875,3727.0,3722.5,3726.699951171875
2025-09-16 20:00:00,3726.699951171875,3727.60009765625,3724.0,3726.60009765625
2025-09-16 21:00:00,3726.800048828125,3731.300048828125,3726.60009765625,3727.5
2025-09-16 23:00:00,3727.300048828125,3730.300048828125,3726.39990234375,3729.0
2025-09-17 00:00:00,3729.199951171875,3732.800048828125,3729.10009765625,3731.699951171875
2025-09-17 01:00:00,3731.89990234375,3732.800048828125,3727.800048828125,3728.10009765625
2025-09-17 02:00:00,3728.10009765625,3728.89990234375,3712.39990234375,3716.699951171875
2025-09-17 03:00:00,3716.60009765625,3720.89990234375,3710.699951171875,3718.800048828125
2025-09-17 04:00:00,3718.89990234375,3720.199951171875,3716.5,3718.199951171875
2025-09-17 05:00:00,3718.5,3719.10009765625,3716.800048828125,3717.10009765625
2025-09-17 06:00:00,3717.199951171875,3722.699951171875,3713.0,3716.39990234375
2025-09-17 07:00:00,3716.60009765625,3717.39990234375,3707.699951171875,3711.800048828125
2025-09-17 08:00:00,3711.699951171875,3714.300048828125,3702.800048828125,3703.699951171875
2025-09-17 09:00:00,3703.699951171875,3704.199951171875,3698.60009765625,3701.0
2025-09-17 10:00:00,3700.800048828125,3707.10009765625,3699.800048828125,3703.89990234375
2025-09-17 11:00:00,3703.800048828125,3706.0,3695.60009765625,3697.0
2025-09-17 12:00:00,3696.89990234375,3705.5,3695.39990234375,3701.199951171875
2025-09-17 13:00:00,3701.39990234375,3714.5,3701.0,3713.89990234375
2025-09-17 14:00:00,3714.0,3718.60009765625,3707.60009765625,3714.199951171875
2025-09-17 15:00:00,3714.10009765625,3721.199951171875,3712.199951171875,3719.300048828125
2025-09-17 16:00:00,3719.199951171875,3722.0,3717.300048828125,3718.60009765625
2025-09-17 17:00:00,3718.800048828125,3724.39990234375,3718.699951171875,3720.39990234375
2025-09-17 18:00:00,3720.39990234375,3723.0,3713.89990234375,3722.300048828125
2025-09-17 19:00:00,3722.39990234375,3744.0,3679.5,3685.89990234375
2025-09-17 20:00:00,3685.800048828125,3702.800048828125,3681.0,3696.199951171875
2025-09-17 21:00:00,3696.199951171875,3696.300048828125,3690.699951171875,3694.60009765625
2025-09-17 23:00:00,3692.5,3698.39990234375,3688.199951171875,3695.800048828125
2025-09-18 00:00:00,3695.60009765625,3705.60009765625,3694.800048828125,3703.0
2025-09-18 01:00:00,3703.5,3703.89990234375,3692.10009765625,3699.60009765625
2025-09-18 02:00:00,3699.5,3703.60009765625,3686.60009765625,3692.60009765625
2025-09-18 03:00:00,3692.699951171875,3700.300048828125,3691.10009765625,3699.199951171875
2025-09-18 04:00:00,3699.10009765625,3700.60009765625,3692.10009765625,3693.0
2025-09-18 05:00:00,3693.0,3693.699951171875,3688.0,3688.300048828125
2025-09-18 06:00:00,3688.39990234375,3693.800048828125,3683.10009765625,3685.300048828125
2025-09-18 07:00:00,3685.39990234375,3685.60009765625,3667.300048828125,3670.89990234375
2025-09-18 08:00:00,3671.0,3693.699951171875,3668.800048828125,3692.5
2025-09-18 09:00:00,3692.39990234375,3700.39990234375,3687.699951171875,3700.199951171875
2025-09-18 10:00:00,3700.0,3707.300048828125,3699.0,3706.39990234375
2025-09-18 11:00:00,3706.199951171875,3707.10009765625,3699.800048828125,3701.199951171875
2025-09-18 12:00:00,3701.300048828125,3704.89990234375,3698.10009765625,3700.699951171875
2025-09-18 13:00:00,3700.89990234375,3706.39990234375,3696.39990234375,3696.89990234375
2025-09-18 14:00:00,3696.89990234375,3697.800048828125,3660.5,3675.39990234375
2025-09-18 15:00:00,3675.300048828125,3679.800048828125,3667.5,3671.800048828125
2025-09-18 16:00:00,3672.0,3675.800048828125,3669.800048828125,3674.5
2025-09-18 17:00:00,3674.60009765625,3680.699951171875,3674.0,3679.199951171875
2025-09-18 18:00:00,3679.300048828125,3680.0,3676.300048828125,3676.60009765625
2025-09-18 19:00:00,3676.699951171875,3676.800048828125,3673.60009765625,3674.60009765625
2025-09-18 20:00:00,3674.5,3680.0,3673.699951171875,3679.699951171875
2025-09-18 21:00:00,3679.699951171875,3680.39990234375,3677.300048828125,3678.199951171875
2025-09-18 23:00:00,3677.699951171875,3678.199951171875,3672.60009765625,3673.60009765625
2025-09-19 00:00:00,3673.39990234375,3674.89990234375,3670.39990234375,3672.800048828125
2025-09-19 01:00:00,3673.0,3675.39990234375,3668.5,3672.699951171875
2025-09-19 02:00:00,3672.60009765625,3684.300048828125,3664.39990234375,3672.199951171875
2025-09-19 03:00:00,3672.199951171875,3683.300048828125,3671.199951171875,3680.5
2025-09-19 04:00:00,3680.60009765625,3689.60009765625,3678.300048828125,3686.60009765625
2025-09-19 05:00:00,3686.800048828125,3692.800048828125,3686.800048828125,3691.5
2025-09-19 06:00:00,3691.5,3694.10009765625,3684.699951171875,3685.60009765625
2025-09-19 07:00:00,3685.60009765625,3687.199951171875,3675.89990234375,3679.699951171875
2025-09-19 08:00:00,3679.800048828125,3689.300048828125,3676.89990234375,3686.0
2025-09-19 09:00:00,3685.699951171875,3689.199951171875,3681.800048828125,3688.199951171875
2025-09-19 10:00:00,3688.300048828125,3691.39990234375,3687.5,3691.199951171875
2025-09-19 11:00:00,3691.300048828125,3691.89990234375,3687.5,3688.5
2025-09-19 12:00:00,3688.5,3688.5,3677.5,3680.5
2025-09-19 13:00:00,3680.5,3684.300048828125,3676.5,3681.699951171875
2025-09-19 14:00:00,3681.5,3697.300048828125,3676.199951171875,3696.10009765625
2025-09-19 15:00:00,3696.199951171875,3703.0,3688.89990234375,3700.800048828125
2025-09-19 16:00:00,3700.89990234375,3709.5,3699.0,3704.199951171875
2025-09-19 17:00:00,3704.10009765625,3706.699951171875,3699.800048828125,3702.39990234375
2025-09-19 18:00:00,3702.199951171875,3713.89990234375,3702.199951171875,3713.0
2025-09-19 19:00:00,3713.10009765625,3718.39990234375,3712.699951171875,3717.699951171875
2025-09-19 20:00:00,3717.89990234375,3718.800048828125,3715.10009765625,3717.89990234375
2025-09-19 21:00:00,3717.800048828125,3719.60009765625,3715.10009765625,3719.39990234375
2025-09-22 05:00:00,3728.60009765625,3728.60009765625,3725.5,3727.5
2025-09-22 06:00:00,3727.39990234375,3735.800048828125,3727.10009765625,3732.5
2025-09-22 07:00:00,3732.5,3753.39990234375,3730.89990234375,3749.10009765625
2025-09-22 08:00:00,3749.10009765625,3749.60009765625,3742.89990234375,3747.5
2025-09-22 09:00:00,3747.39990234375,3756.800048828125,3746.60009765625,3754.60009765625
2025-09-22 10:00:00,3754.60009765625,3761.199951171875,3753.699951171875,3757.89990234375
2025-09-22 11:00:00,3757.89990234375,3763.10009765625,3755.39990234375,3762.0
2025-09-22 12:00:00,3761.89990234375,3762.699951171875,3755.10009765625,3758.800048828125
2025-09-22 13:00:00,3758.89990234375,3759.5,3746.0,3755.5
2025-09-22 14:00:00,3755.60009765625,3759.199951171875,3747.10009765625,3756.39990234375
2025-09-22 15:00:00,3756.199951171875,3761.0,3750.699951171875,3760.199951171875
2025-09-22 16:00:00,3760.0,3770.300048828125,3758.0,3769.89990234375
2025-09-22 17:00:00,3769.89990234375,3773.699951171875,3769.199951171875,3771.10009765625
2025-09-22 18:00:00,3771.199951171875,3782.0,3771.199951171875,3781.39990234375
2025-09-22 19:00:00,3781.39990234375,3782.60009765625,3779.199951171875,3782.10009765625
2025-09-22 20:00:00,3782.10009765625,3783.199951171875,3777.10009765625,3781.199951171875
2025-09-22 21:00:00,3781.199951171875,3783.300048828125,3779.89990234375,3781.199951171875
2025-09-22 23:00:00,3781.199951171875,3782.10009765625,3773.5,3775.5
2025-09-23 00:00:00,3775.5,3784.199951171875,3774.300048828125,3782.199951171875
2025-09-23 01:00:00,3782.199951171875,3785.199951171875,3779.60009765625,3781.5
2025-09-23 02:00:00,3781.699951171875,3795.10009765625,3779.800048828125,3790.39990234375
2025-09-23 03:00:00,3790.300048828125,3791.199951171875,3772.39990234375,3777.800048828125
2025-09-23 04:00:00,3777.699951171875,3781.60009765625,3774.300048828125,3780.60009765625
2025-09-23 05:00:00,3780.89990234375,3781.89990234375,3777.39990234375,3778.800048828125
2025-09-23 06:00:00,3778.699951171875,3793.0,3777.39990234375,3787.199951171875
2025-09-23 07:00:00,3787.300048828125,3791.800048828125,3785.199951171875,3788.10009765625
2025-09-23 08:00:00,3787.800048828125,3791.199951171875,3782.800048828125,3787.60009765625
2025-09-23 09:00:00,3787.60009765625,3809.60009765625,3786.800048828125,3808.60009765625
2025-09-23 10:00:00,3808.5,3824.60009765625,3808.300048828125,3818.39990234375
2025-09-23 11:00:00,3818.60009765625,3821.699951171875,3814.39990234375,3816.39990234375
2025-09-23 12:00:00,3816.5,3822.300048828125,3812.800048828125,3816.5
2025-09-23 13:00:00,3816.60009765625,3818.699951171875,3810.10009765625,3817.60009765625
2025-09-23 14:00:00,3817.5,3821.60009765625,3806.60009765625,3816.39990234375
2025-09-23 15:00:00,3816.300048828125,3817.300048828125,3799.0,3806.39990234375
2025-09-23 16:00:00,3806.5,3814.199951171875,3805.10009765625,3811.5
2025-09-23 17:00:00,3811.699951171875,3815.300048828125,3796.60009765625,3812.300048828125
2025-09-23 18:00:00,3812.5,3819.0,3808.199951171875,3810.0
2025-09-23 19:00:00,3810.10009765625,3813.60009765625,3788.39990234375,3789.0
2025-09-23 20:00:00,3789.0,3800.60009765625,3783.89990234375,3796.39990234375
2025-09-23 21:00:00,3796.60009765625,3799.800048828125,3794.60009765625,3796.89990234375
2025-09-23 23:00:00,3796.89990234375,3799.39990234375,3793.800048828125,3797.699951171875
2025-09-24 00:00:00,3797.60009765625,3802.60009765625,3793.800048828125,3796.10009765625
2025-09-24 01:00:00,3795.800048828125,3797.800048828125,3791.199951171875,3797.5
2025-09-24 02:00:00,3797.5,3803.60009765625,3787.199951171875,3789.0
2025-09-24 03:00:00,3788.800048828125,3792.300048828125,3783.0,3790.10009765625
2025-09-24 04:00:00,3790.10009765625,3799.300048828125,3785.39990234375,3799.10009765625
2025-09-24 05:00:00,3798.39990234375,3800.699951171875,3795.39990234375,3800.60009765625
2025-09-24 06:00:00,3800.60009765625,3809.5,3800.10009765625,3808.0
2025-09-24 07:00:00,3808.0,3809.300048828125,3801.89990234375,3804.39990234375
2025-09-24 08:00:00,3804.39990234375,3812.60009765625,3803.699951171875,3810.89990234375
2025-09-24 09:00:00,3810.89990234375,3811.300048828125,3799.699951171875,3802.699951171875
2025-09-24 10:00:00,3802.5,3804.300048828125,3795.89990234375,3801.39990234375
2025-09-24 11:00:00,3801.39990234375,3801.699951171875,3792.39990234375,3795.0
2025-09-24 12:00:00,3795.10009765625,3802.89990234375,3792.5,3802.300048828125
2025-09-24 13:00:00,3802.199951171875,3804.699951171875,3796.800048828125,3801.0
2025-09-24 14:00:00,3800.89990234375,3806.39990234375,3791.800048828125,3794.5
2025-09-24 15:00:00,3794.699951171875,3798.39990234375,3782.0,3784.800048828125
2025-09-24 16:00:00,3784.89990234375,3790.0,3772.60009765625,3774.10009765625
2025-09-24 17:00:00,3774.199951171875,3778.39990234375,3764.5,3768.300048828125
2025-09-24 18:00:00,3768.39990234375,3772.39990234375,3765.699951171875,3766.60009765625
2025-09-24 19:00:00,3766.60009765625,3767.5,3755.60009765625,3757.0
2025-09-24 20:00:00,3757.10009765625,3764.0,3749.699951171875,3762.5
2025-09-24 21:00:00,3762.39990234375,3770.0,3762.300048828125,3768.5
2025-09-24 23:00:00,3768.300048828125,3776.60009765625,3767.0,3772.699951171875
2025-09-25 00:00:00,3772.5,3776.699951171875,3770.5,3774.5
2025-09-25 01:00:00,3774.300048828125,3782.199951171875,3772.800048828125,3779.800048828125
2025-09-25 02:00:00,3779.699951171875,3781.39990234375,3763.89990234375,3766.800048828125
2025-09-25 03:00:00,3766.60009765625,3773.10009765625,3760.5,3770.300048828125
2025-09-25 04:00:00,3770.300048828125,3770.39990234375,3764.699951171875,3767.0
2025-09-25 05:00:00,3767.199951171875,3770.699951171875,3762.199951171875,3768.10009765625
2025-09-25 06:00:00,3768.10009765625,3771.39990234375,3764.10009765625,3768.800048828125
2025-09-25 07:00:00,3769.199951171875,3778.699951171875,3768.199951171875,3771.699951171875
2025-09-25 08:00:00,3771.800048828125,3785.60009765625,3770.5,3782.5
2025-09-25 09:00:00,3782.60009765625,3792.300048828125,3781.300048828125,3786.699951171875
2025-09-25 10:00:00,3786.699951171875,3791.5,3780.10009765625,3787.10009765625
2025-09-25 11:00:00,3787.10009765625,3791.699951171875,3785.800048828125,3788.199951171875
2025-09-25 12:00:00,3788.199951171875,3788.5,3771.0,3784.0
2025-09-25 13:00:00,3783.699951171875,3787.0,3760.800048828125,3769.199951171875
2025-09-25 14:00:00,3769.199951171875,3776.199951171875,3751.89990234375,3764.0
2025-09-25 15:00:00,3764.10009765625,3767.0,3753.39990234375,3762.199951171875
2025-09-25 16:00:00,3762.39990234375,3769.39990234375,3758.60009765625,3766.89990234375
2025-09-25 17:00:00,3766.89990234375,3772.800048828125,3762.800048828125,3764.0
2025-09-25 18:00:00,3763.89990234375,3775.60009765625,3762.5,3772.89990234375
2025-09-25 19:00:00,3773.0,3789.5,3767.5,3786.39990234375
2025-09-25 20:00:00,3786.39990234375,3788.199951171875,3776.0,3777.5
